Order,Family,Species,Common name,ED,GE,EDGE,Rank,Red List ID,Distirbution,
COLUMBIFORMES,COLUMBIDAE,Geotrygon leucometopia,White-fronted Quail-dove,12.88050616,3,4.709926963,141,22729909,"Dominican Republic,Haiti", 
PASSERIFORMES,TURDIDAE,Myadestes lanaiensis,Olomao,5.925727,4,4.707831751,143,22708574,United States, 
COLUMBIFORMES,COLUMBIDAE,Ptilinopus arcanus,Negros Fruit-dove,5.920942,4,4.70714061,144,22691568,Philippines, 
PASSERIFORMES,TURDIDAE,Myadestes palmeri,Puaiohi,5.919604,4,4.706947265,145,22708583,United States, 
PELECANIFORMES,ARDEIDAE,Botaurus poiciloptilus,Australasian Bittern,12.824169,3,4.705859979,146,22697353,"Australia,New Caledonia,New Zealand", 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma magentae,Magenta Petrel,5.904761,4,4.704799896,147,22698049,New Zealand, 
CHARADRIIFORMES,SCOLOPACIDAE,Calidris tenuirostris,Great Knot,12.52934173,3,4.68430233,148,22693359,"United Arab Emirates,Australia,Bangladesh,Bahrain,Brunei Darussalam,China,Germany,Djibouti,Denmark,Spain,Micronesia, Federated States of ,United Kingdom,Guam,Hong Kong,Indonesia,Ireland,Israel,India,Iran, Islamic Republic of,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Kuwait,Sri Lanka,Morocco,Myanmar,Northern Mariana Islands,Mauritius,Malaysia,New Caledonia,Netherlands,Norway,New Zealand,Oman,Papua New Guinea,Philippines,Pakistan,Palau,Qatar,Russian Federation,Saudi Arabia,Seychelles,Singapore,Thailand,Timor-Leste,Taiwan, Province of China,United States,Viet Nam,Yemen", 
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia parvirostris,Tuamotu Sandpiper,12.433245,3,4.677174146,149,62289271,French Polynesia, 
PASSERIFORMES,MALURIDAE,Stipiturus mallee,Mallee Emu-wren,12.38332184,3,4.673450835,150,22703776,Australia, 
SPHENISCIFORMES,SPHENISCIDAE,Megadyptes antipodes,Yellow-eyed Penguin,12.379698,3,4.673180025,151,22697800,New Zealand, 
STRIGIFORMES,STRIGIDAE,Xenoglaux loweryi,Long-whiskered Owlet,12.34084918,3,4.670272237,152,22689320,Peru, 
PSITTACIFORMES,STRIGOPIDAE,Nestor meridionalis,New Zealand Kaka,12.12480455,3,4.653945459,153,22684840,New Zealand, 
PELECANIFORMES,ARDEIDAE,Gorsachius magnificus,White-eared Night-heron,12.112374,3,4.652997906,154,22697232,"China,Viet Nam", 
PASSERIFORMES,ORIOLIDAE,Oriolus mellianus,Silver Oriole,12.09355068,3,4.651561336,155,22706449,"China,Cambodia,Thailand", 
PSITTACIFORMES,STRIGOPIDAE,Nestor notabilis,Kea,12.08804922,3,4.651141082,156,22684831,New Zealand, 
PELECANIFORMES,ARDEIDAE,Gorsachius goisagi,Japanese Night-heron,12.084443,3,4.650865509,157,22697237,"Brunei Darussalam,China,Hong Kong,Indonesia,Japan,Korea, Republic of,Philippines,Palau,Russian Federation,Taiwan, Province of China,Viet Nam", 
GRUIFORMES,GRUIDAE,Balearica regulorum,Grey Crowned-crane,12.06819,3,4.649622575,158,22692046,"Angola,Burundi,Botswana,Congo, The Democratic Republic of the,Kenya,Lesotho,Malawi,Mozambique,Namibia,Rwanda,Swaziland,Tanzania, United Republic of,Uganda,South Africa,Zambia,Zimbabwe", 
ACCIPITRIFORMES,ACCIPITRIDAE,Leptodon forbesi,White-collared Kite,12.0247444,3,4.646292505,159,22724659,Brazil, 
STRUTHIONIFORMES,TINAMIDAE,Nothocercus nigrocapillus,Hooded Tinamou,24.85797826,2,4.638913551,160,22678160,"Bolivia, Plurinational States of,Peru", 
GALLIFORMES,PHASIANIDAE,Xenoperdix udzungwensis,Udzungwa Forest-partridge,11.83026513,3,4.631248385,161,22678901,"Tanzania, United Republic of", 
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria fusca,Sooty Albatross,11.792012,3,4.628262455,162,22698431,"Antarctica,Argentina,Australia,Brazil,Falkland Islands (Malvinas),South Georgia and the South Sandwich Islands,Heard Island and McDonald Islands,Mauritius,New Zealand,R_union,Saint Helena, Ascension and Tristan da Cunha,French Southern Territories,Uruguay,South Africa", 
PICIFORMES,BUCCONIDAE,Malacoptila minor,Lesser Crescent-chested Puffbird,11.74093473,3,4.624261559,163,45359050,Brazil, 
CORACIIFORMES,BRACHYPTERACIIDAE,Geobiastes squamiger,Scaly Ground-roller,24.37981,2,4.620248337,164,22682937,Madagascar, 
STRUTHIONIFORMES,TINAMIDAE,Taoniscus nanus,Dwarf Tinamou,24.15526421,2,4.611361548,165,22678286,Brazil, 
PELECANIFORMES,ARDEIDAE,Ardeola idae,Madagascar Pond-heron,11.287778,3,4.588046652,166,22697143,"Angola,Burundi,Congo, The Democratic Republic of the,Kenya,Comoros,Madagascar,Malawi,Mozambique,R_union,Rwanda,Seychelles,Somalia,Tanzania, United Republic of,Uganda,Yemen,Mayotte,Zambia,Zimbabwe", 
SULIFORMES,SULIDAE,Morus capensis,Cape Gannet,11.254959,3,4.585372213,167,22696668,"Angola,Mozambique,Namibia,South Africa", 
CICONIIFORMES,CICONIIDAE,Mycteria cinerea,Milky Stork,11.094813,3,4.572218225,168,22697651,"Indonesia,Cambodia,Malaysia,Singapore", 
GALLIFORMES,MEGAPODIIDAE,Eulipoa wallacei,Moluccan Scrubfowl,22.987558,2,4.56382964,169,22678632,Indonesia, 
CHARADRIIFORMES,SCOLOPACIDAE,Tringa guttifer,Spotted Greenshank,10.929903,3,4.558489647,170,22693225,"Bangladesh,Brunei Darussalam,China,Guam,Hong Kong,Indonesia,India,Japan,Cambodia,Korea, Democratic People's Republic of,Korea, Republic of,Sri Lanka,Myanmar,Malaysia,Philippines,Russian Federation,Singapore,Thailand,Taiwan, Province of China,Viet Nam", 
CORACIIFORMES,BRACHYPTERACIIDAE,Uratelornis chimaera,Long-tailed Ground-roller,22.859667,2,4.558483821,171,22682969,Madagascar, 
PASSERIFORMES,MOHOUIDAE,Mohoua ochrocephala,Yellowhead,10.8808492,3,4.554369334,172,22705397,New Zealand, 
STRUTHIONIFORMES,TINAMIDAE,Tinamus osgoodi,Black Tinamou,22.75432542,2,4.554058998,173,22678145,"Bolivia, Plurinational States of,Colombia,Ecuador,Peru", 
STRUTHIONIFORMES,TINAMIDAE,Tinamus tao,Grey Tinamou,22.74425249,2,4.553634862,174,22678135,"Bolivia, Plurinational States of,Brazil,Colombia,Ecuador,Guyana,Peru,Venezuela, Bolivarian Republic of", 
CAPRIMULGIFORMES,CAPRIMULGIDAE,Antrostomus noctitherus,Puerto Rican Nightjar,10.851693,3,4.551912268,175,22689809,Puerto Rico, 
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus prigoginei,Prigogine's Nightjar,10.769571,3,4.544959014,176,22689954,"Congo, The Democratic Republic of the", 
CHARADRIIFORMES,TURNICIDAE,Turnix olivii,Buff-breasted Buttonquail,10.72185726,3,4.540896783,177,22680572,Australia, 
PASSERIFORMES,FRINGILLIDAE,Fringilla polatzeki,Gran Canaria Blue Chaffinch,10.59519854,3,4.530032635,178,103822640,Spain, 
PICIFORMES,GALBULIDAE,Jacamaralcyon tridactyla,Three-toed Jacamar,21.91090771,2,4.517907478,179,22682186,Brazil, 
BUCEROTIFORMES,BUCEROTIDAE,Rhyticeros narcondami,Narcondam Hornbill,10.44433557,3,4.51693644,180,22682531,India, 
GRUIFORMES,RALLIDAE,Sarothrura watersi,Slender-billed Flufftail,10.37784231,3,4.511109349,181,22692250,Madagascar, 
GALLIFORMES,MEGAPODIIDAE,Megapodius pritchardii,Tongan Scrubfowl,10.31707,3,4.505753747,182,22678625,Tonga, 
PASSERIFORMES,TITYRIDAE,Iodopleura pipra,Buff-throated Purpletuft,10.23649,3,4.49860806,183,22700818,Brazil, 
GALLIFORMES,MEGAPODIIDAE,Megapodius laperouse,Micronesian Scrubfowl,10.207122,3,4.495991011,184,22678620,"Guam,Northern Mariana Islands,Palau", 
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax rochussenii,Moluccan Woodcock,10.196643,3,4.495055543,185,22693068,Indonesia, 
COLUMBIFORMES,COLUMBIDAE,Phapitreron cinereiceps,Tawitawi Brown-dove,10.19494231,3,4.494903639,186,22691121,Philippines, 
MUSOPHAGIFORMES,MUSOPHAGIDAE,Tauraco ruspolii,Ruspoli's Turaco,21.158706,2,4.484524828,187,22688359,Ethiopia, 
CHARADRIIFORMES,SCOLOPACIDAE,Numenius madagascariensis,Far Eastern Curlew,9.992261,3,4.476633021,188,22693199,"Afghanistan,Australia,Bangladesh,Brunei Darussalam,China,Fiji,Micronesia, Federated States of ,Guam,Hong Kong,Indonesia,Iran, Islamic Republic of,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Mongolia,Northern Mariana Islands,Malaysia,New Zealand,Oman,Papua New Guinea,Philippines,Palau,Russian Federation,Singapore,Thailand,Timor-Leste,Taiwan, Province of China,United States,Viet Nam", 
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates leucorhous,Leach's Storm-petrel,20.874794,2,4.471629376,189,22698511,"United Arab Emirates,Antigua and Barbuda,Anguilla,Angola,Antarctica,Argentina,Austria,Australia,Barbados,Belgium,Benin,Bermuda,Bonaire, Sint Eustatius and Saba,Brazil,Bahamas,Belize,Canada,Congo, The Democratic Republic of the,Congo,Switzerland,C™te d'Ivoire,Cameroon,China,Colombia,Costa Rica,Cuba,Cape Verde,Curaçao,Germany,Denmark,Dominica,Dominican Republic,Algeria,Ecuador,Estonia,Egypt,Western Sahara,Spain,Finland,Micronesia, Federated States of ,Faroe Islands,France,Gabon,United Kingdom,Grenada,French Guiana,Ghana,Gibraltar,Greenland,Gambia,Guinea,Guadeloupe,Equatorial Guinea,Guatemala,Guam,Guinea-Bissau,Guyana,Honduras,Haiti,Ireland,Israel,Iceland,Italy,Jamaica,Japan,Kenya,Kiribati,Saint Kitts and Nevis,Cayman Islands,Lebanon,Saint Lucia,Liberia,Luxembourg,Latvia,Morocco,Saint Martin (French part),Marshall Islands,Northern Mariana Islands,Martinique,Mauritania,Montserrat,Malta,Maldives,Mexico,Namibia,Nigeria,Nicaragua,Netherlands,Norway,Nauru,New Zealand,Panama,Peru,French Polynesia,Poland,Saint Pierre and Miquelon,Puerto Rico,Palestinian Territory, Occupied,Portugal,Russian Federation,Seychelles,Sudan,Sweden,Saint Helena, Ascension and Tristan da Cunha,Sierra Leone,Senegal,Suriname,Sao Tom_ and Principe,El Salvador,Sint Maarten (Dutch part),Turks and Caicos Islands,French Southern Territories,Togo,Trinidad and Tobago,Tuvalu,United States Minor Outlying Islands,United States,Uruguay,Saint Vincent and the Grenadines,Venezuela, Bolivarian Republic of,Virgin Islands, British,Virgin Islands, U.S.,South Africa", 
PASSERIFORMES,PICATHARTIDAE,Picathartes gymnocephalus,White-necked Rockfowl,20.776644,2,4.46713238,190,22708108,"C™te d'Ivoire,Ghana,Guinea,Liberia,Sierra Leone", 
PASSERIFORMES,PICATHARTIDAE,Picathartes oreas,Grey-necked Rockfowl,20.776644,2,4.46713238,190,22708119,"Central African Republic,Congo,Cameroon,Gabon,Equatorial Guinea,Nigeria", 
STRUTHIONIFORMES,TINAMIDAE,Nothura minor,Lesser Nothura,20.383574,2,4.448917418,192,22678280,"Brazil,Paraguay", 
PASSERIFORMES,CORVIDAE,Zavattariornis stresemanni,Ethiopian Bushcrow,9.62273498,3,4.442438055,193,22705877,Ethiopia, 
PASSERIFORMES,RHINOCRYPTIDAE,Eleoscytalopus psychopompus,Bahia Tapaculo,9.600430398,3,4.440336146,194,22703535,Brazil, 
PASSERIFORMES,MALACONOTIDAE,Malaconotus alius,Uluguru Bush-shrike,9.582806,3,4.43867215,195,22707747,"Tanzania, United Republic of", 
ACCIPITRIFORMES,ACCIPITRIDAE,Spizaetus isidori,Black-and-chestnut Eagle,9.495529543,3,4.43039095,196,22696207,"Argentina,Bolivia, Plurinational States of,Colombia,Ecuador,Peru,Venezuela, Bolivarian Republic of", 
ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus leucoryphus,Pallas's Fish-eagle,9.474086676,3,4.428345813,197,22695130,"United Arab Emirates,Afghanistan,Bangladesh,Bhutan,China,Finland,Israel,India,Iraq,Iran, Islamic Republic of,Kyrgyzstan,Cambodia,Kazakhstan,Myanmar,Mongolia,Netherlands,Norway,Nepal,Oman,Pakistan,Russian Federation,Saudi Arabia,Tajikistan,Turkmenistan,Ukraine,Uzbekistan", 
PASSERIFORMES,EURYLAIMIDAE,Pseudocalyptomena graueri,Grauer's Broadbill,19.92725342,2,4.427346662,198,22698719,"Congo, The Democratic Republic of the,Uganda", 
PASSERIFORMES,MALACONOTIDAE,Chlorophoneus kupeensis,Mount Kupe Bush-shrike,9.440954486,3,4.425177546,199,22707678,"Cameroon,Nigeria", 
PODICIPEDIFORMES,PODICIPEDIDAE,Tachybaptus pelzelnii,Madagascar Grebe,19.85089564,2,4.423691265,200,22696565,Madagascar, 
CHARADRIIFORMES,TURNICIDAE,Turnix hottentottus,Hottentot Buttonquail,9.41209976,3,4.42241011,201,22725519,South Africa, 
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes sclateri,Erect-crested Penguin,9.398903,3,4.421141861,202,22697789,"Antarctica,Argentina,Australia,Falkland Islands (Malvinas),New Zealand", 
STRUTHIONIFORMES,TINAMIDAE,Crypturellus kerriae,Choco Tinamou,19.763925,2,4.419511467,203,22678194,"Colombia,Panama", 
STRIGIFORMES,STRIGIDAE,Otus ireneae,Sokoke Scops-owl,9.348467022,3,4.416279937,204,22688565,"Kenya,Tanzania, United Republic of", 
PASSERIFORMES,NOTIOMYSTIDAE,Notiomystis cincta,Stitchbird,19.68504118,2,4.415705152,205,22704154,New Zealand, 
PASSERIFORMES,COTINGIDAE,Phytotoma raimondii,Peruvian Plantcutter,9.22466,3,4.404243991,206,22700764,Peru, 
SULIFORMES,FREGATIDAE,Fregata aquila,Ascension Frigatebird,19.437239,2,4.403653039,207,22697728,"Brazil,United Kingdom,Saint Helena, Ascension and Tristan da Cunha", 
COLUMBIFORMES,COLUMBIDAE,Zentrygon carrikeri,Tuxtla Quail-dove,9.21056,3,4.402864021,208,22690901,Mexico, 
ACCIPITRIFORMES,ACCIPITRIDAE,Torgos tracheliotos,Lappet-faced Vulture,9.156212356,3,4.397527115,209,22695238,"United Arab Emirates,Angola,Burkina Faso,Burundi,Benin,Botswana,Congo, The Democratic Republic of the,Central African Republic,C™te d'Ivoire,Cameroon,Djibouti,Algeria,Egypt,Eritrea,Ethiopia,Gambia,Equatorial Guinea,Israel,Jordan,Kenya,Libya,Morocco,Mali,Mauritania,Malawi,Mozambique,Namibia,Niger,Nigeria,Oman,Palestinian Territory, Occupied,Rwanda,Saudi Arabia,Sudan,Senegal,Somalia,South Sudan,Syrian Arab Republic,Swaziland,Chad,Togo,Tanzania, United Republic of,Uganda,Yemen,South Africa,Zambia,Zimbabwe", 
CUCULIFORMES,CUCULIDAE,Coccyzus rufigularis,Bay-breasted Cuckoo,9.103621,3,4.392335416,210,22684360,"Dominican Republic,Haiti", 
PELECANIFORMES,THRESKIORNITHIDAE,Geronticus calvus,Southern Bald Ibis,19.0945019,2,4.386740601,211,22697496,"Lesotho,Swaziland,South Africa", 
CICONIIFORMES,CICONIIDAE,Leptoptilos javanicus,Lesser Adjutant,19.0939102,2,4.386711155,212,22697713,"Bangladesh,Brunei Darussalam,Bhutan,China,Indonesia,India,Cambodia,Lao People's Democratic Republic,Sri Lanka,Myanmar,Malaysia,Nepal,Singapore,Thailand,Viet Nam", 
COLUMBIFORMES,COLUMBIDAE,Nesoenas mayeri,Pink Pigeon,9.039749,3,4.385993656,213,22690392,Mauritius, 
BUCEROTIFORMES,BUCEROTIDAE,Bucorvus leadbeateri,Southern Ground-hornbill,19.0583,2,4.384937394,214,22682638,"Angola,Burundi,Botswana,Congo, The Democratic Republic of the,Kenya,Lesotho,Malawi,Mozambique,Namibia,Rwanda,Swaziland,Tanzania, United Republic of,Uganda,South Africa,Zambia,Zimbabwe", 
PASSERIFORMES,HYLIOTIDAE,Hyliota usambara,Usambara Hyliota,9.018334,3,4.383858356,215,22715457,"Tanzania, United Republic of", 
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria westlandica,Westland Petrel,9.007180891,3,4.382744466,216,22698155,"Argentina,Australia,Chile,New Zealand", 
PASSERIFORMES,PETROICIDAE,Petroica traversi,Black Robin,8.956210571,3,4.377638076,217,22704831,New Zealand, 
OTIDIFORMES,OTIDIDAE,Otis tarda,Great Bustard,18.66068406,2,4.36491527,218,22691900,"Afghanistan,Albania,Armenia,Austria,Azerbaijan,Belgium,Bulgaria,Belarus,China,Cyprus,Czech Republic,Germany,Denmark,Egypt,Spain,Finland,France,Georgia,Gibraltar,Greece,Croatia,Hungary,Ireland,Israel,Iraq,Iran, Islamic Republic of,Italy,Japan,Kyrgyzstan,Korea, Democratic People's Republic of,Korea, Republic of,Kazakhstan,Lebanon,Luxembourg,Latvia,Morocco,Moldova,Montenegro,Macedonia, the former Yugoslav Republic of,Mongolia,Malta,Netherlands,Pakistan,Poland,Portugal,Romania,Serbia,Russian Federation,Saudi Arabia,Slovakia,Syrian Arab Republic,Tajikistan,Turkmenistan,Tunisia,Turkey,Ukraine,Uzbekistan", 
GRUIFORMES,RALLIDAE,Zapornia olivieri,Sakalava Rail,8.826802408,3,4.364555134,219,22692654,Madagascar, 
GRUIFORMES,RALLIDAE,Gymnocrex talaudensis,Talaud Rail ,8.701625667,3,4.351735008,220,22728616,Indonesia, 
PASSERIFORMES,PARIDAE,Sittiparus owstoni,Izu Tit,8.693110201,3,4.350856886,221,103758982,Japan, 
PASSERIFORMES,NECTARINIIDAE,Aethopyga duyvenbodei,Elegant Sunbird,8.611447286,3,4.342396355,222,22718068,Indonesia, 
CAPRIMULGIFORMES,CAPRIMULGIDAE,Eurostopodus diabolicus,Heinrich's Nightjar,18.06510593,2,4.334154111,223,22689670,Indonesia, 
CAPRIMULGIFORMES,CAPRIMULGIDAE,Eurostopodus nigripennis,Solomons Nightjar,18.06007286,2,4.333890082,224,22725672,"Papua New Guinea,Solomon Islands", 
STRUTHIONIFORMES,TINAMIDAE,Nothoprocta taczanowskii,Taczanowski's Tinamou,18.054919,2,4.333619645,225,22678246,"Bolivia, Plurinational States of,Peru", 
PASSERIFORMES,VANGIDAE,Cyanolanius comorensis,Comoro Blue Vanga,8.49033225,3,4.329715164,226,103703653,Comoros, 
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus demersus,African Penguin,8.424952,3,4.322802182,227,22697810,"Angola,Congo,Gabon,Mozambique,Namibia,South Africa", 
ACCIPITRIFORMES,ACCIPITRIDAE,Harpyopsis novaeguineae,Papuan Eagle,17.83268131,2,4.32188809,228,22696007,"Indonesia,Papua New Guinea", 
PASSERIFORMES,VANGIDAE,Prionops gabela,Gabela Helmet-shrike,8.406954,3,4.320890745,229,22707794,Angola, 
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus mendiculus,Galapagos Penguin,8.337087,3,4.313435861,230,22697825,Ecuador, 
CAPRIMULGIFORMES,CAPRIMULGIDAE,Eleothreptus candicans,White-winged Nightjar,8.259095,3,4.305047853,231,22689826,"Bolivia, Plurinational States of,Brazil,Paraguay", 
COLUMBIFORMES,COLUMBIDAE,Alopecoenas sanctaecrucis,Santa Cruz Ground-dove,8.252215926,3,4.304304624,232,22691047,"Solomon Islands,Vanuatu", 
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus huttoni,Hutton's Shearwater,8.219503861,3,4.300762767,233,22698252,"Australia,New Zealand", 
PASSERIFORMES,PLATYSTEIRIDAE,Platysteira laticincta,Banded Wattle-eye,8.179026368,3,4.296362681,234,22707929,Cameroon, 
PASSERIFORMES,SYLVIIDAE,Sinosuthora zappeyi,Grey-hooded Parrotbill,17.31531851,2,4.294032148,235,22716813,China, 
PASSERIFORMES,SYLVIIDAE,Sinosuthora przewalskii,Rusty-throated Parrotbill,17.31531851,2,4.294032148,235,22716818,China, 
COLUMBIFORMES,COLUMBIDAE,Otidiphaps aruensis,White-naped Pheasant-pigeon,17.28782688,2,4.292530002,237,22728031,Indonesia, 
CHARADRIIFORMES,ALCIDAE,Brachyramphus marmoratus,Marbled Murrelet,8.142515319,3,4.292377088,238,22694870,"Canada,Mexico,United States", 
CUCULIFORMES,CUCULIDAE,Centropus chlororhynchos,Green-billed Coucal,17.22899121,2,4.289307611,239,22684257,Sri Lanka, 
PSITTACIFORMES,PSITTACIDAE,Pezoporus occidentalis,Night Parrot,8.0937642,3,4.287030468,240,22685237,Australia, 
GALLIFORMES,CRACIDAE,Oreophasis derbianus,Horned Guan,8.061161836,3,4.283438892,241,22678453,"Guatemala,Mexico", 
OTIDIFORMES,OTIDIDAE,Chlamydotis undulata,African Houbara,17.0438775,2,4.279100792,242,22728245,"Algeria,Egypt,Western Sahara,Spain,Libya,Morocco,Mauritania,Malta,Sudan,Tunisia", 
OTIDIFORMES,OTIDIDAE,Chlamydotis macqueenii,Asian Houbara,17.0438775,2,4.279100792,242,22733562,"United Arab Emirates,Afghanistan,Austria,Belgium,Bahrain,Switzerland,China,Cyprus,Czech Republic,Germany,Denmark,Egypt,Finland,France,United Kingdom,Greece,Israel,India,Iraq,Iran, Islamic Republic of,Italy,Jordan,Kyrgyzstan,Kuwait,Kazakhstan,Lebanon,Latvia,Mongolia,Netherlands,Nepal,Oman,Pakistan,Poland,Palestinian Territory, Occupied,Portugal,Qatar,Romania,Russian Federation,Saudi Arabia,Sudan,Sweden,Slovenia,Slovakia,Syrian Arab Republic,Tajikistan,Turkmenistan,Turkey,Ukraine,Uzbekistan,Yemen", 
PASSERIFORMES,TIMALIIDAE,Mixornis prillwitzi,Kangean Tit-babbler,16.99223399,2,4.276234581,244,103894733,Indonesia, 
COLUMBIFORMES,COLUMBIDAE,Alopecoenas rubescens,Marquesas Ground-dove,7.95165401,3,4.271279862,245,22691061,French Polynesia, 
COLUMBIFORMES,COLUMBIDAE,Alopecoenas hoedtii,Wetar Ground-dove,7.949970546,3,4.271091783,246,22691076,"Indonesia,Timor-Leste", 
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates monteiroi,Monteiro's Storm-petrel ,16.858019,2,4.268747012,247,22735624,Portugal, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila macgillivrayi,MacGillivray's Prion,7.889195167,3,4.264278055,248,104062579,"Saint Helena, Ascension and Tristan da Cunha", 
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates matsudairae,Matsudaira's Storm-petrel,16.769611,2,4.263784112,249,22698548,"Australia,Cocos (Keeling) Islands,Christmas Island,Micronesia, Federated States of ,Guam,Indonesia,British Indian Ocean Territory,Japan,Kenya,Northern Mariana Islands,Maldives,Papua New Guinea,Philippines,Palau,Seychelles,Somalia,Timor-Leste,Tanzania, United Republic of", 
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus bannermani,Bannerman's Shearwater,7.884596519,3,4.263760591,250,22698272,Japan, 
PSITTACIFORMES,PSITTACIDAE,Psittacus timneh,Timneh Parrot,7.87918275,3,4.263151062,251,22736498,"C™te d'Ivoire,Guinea,Guinea-Bissau,Liberia,Sierra Leone", 
PSITTACIFORMES,PSITTACIDAE,Psittacus erithacus,Grey Parrot,7.87918275,3,4.263151062,251,22724813,"Angola,Burundi,Benin,Congo, The Democratic Republic of the,Central African Republic,Congo,C™te d'Ivoire,Cameroon,Gabon,Ghana,Equatorial Guinea,Kenya,Nigeria,Rwanda,Sao Tom_ and Principe,Togo,Tanzania, United Republic of,Uganda", 
CHARADRIIFORMES,CHARADRIIDAE,Anarhynchus frontalis,Wrybill,16.6477342,2,4.256901763,253,22693928,New Zealand, 
COLUMBIFORMES,COLUMBIDAE,Starnoenas cyanocephala,Blue-headed Quail-dove,7.812598778,3,4.255623919,254,22690970,"Cuba,Turks and Caicos Islands", 
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter gundlachi,Gundlach's Hawk,7.757599,3,4.249363322,255,22695659,Cuba, 
ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus philippensis,North Philippine Hawk-eagle,7.73485865,3,4.246763303,256,45015567,Philippines, 
ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus pinskeri,South Philippine Hawk-eagle,7.704602938,3,4.243293501,257,22734083,Philippines, 
PASSERIFORMES,PETROICIDAE,Petroica multicolor,Norfolk Robin,7.692366935,3,4.241886818,258,103734824,Norfolk Island, 
GRUIFORMES,GRUIDAE,Grus japonensis,Red-crowned Crane,7.652006,3,4.237232743,259,22692167,"China,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Mongolia,Russian Federation,Taiwan, Province of China", 
PSITTACIFORMES,CACATUIDAE,Zanda baudinii,Long-billed Black-cockatoo,7.645196821,3,4.236445428,260,22684727,Australia, 
PASSERIFORMES,PYCNONOTIDAE,Pycnonotus zeylanicus,Straw-headed Bulbul,7.559054488,3,4.226431269,261,22712603,"Brunei Darussalam,Indonesia,Myanmar,Malaysia,Singapore", 
PASSERIFORMES,PYCNONOTIDAE,Chlorocichla prigoginei,Prigogine's Greenbul,7.45714683,3,4.214453404,262,22712873,"Congo, The Democratic Republic of the", 
PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps auritus,Horned Grebe,15.88934442,2,4.212977277,263,22696606,"Afghanistan,Albania,Armenia,Austria,Azerbaijan,Bosnia and Herzegovina,Belgium,Bulgaria,Bermuda,Belarus,Canada,Switzerland,China,Cyprus,Czech Republic,Germany,Denmark,Algeria,Estonia,Spain,Finland,Faroe Islands,France,United Kingdom,Georgia,Gibraltar,Greenland,Greece,Hong Kong,Croatia,Hungary,Ireland,Israel,India,Iran, Islamic Republic of,Iceland,Italy,Japan,Kyrgyzstan,Korea, Democratic People's Republic of,Korea, Republic of,Kuwait,Kazakhstan,Lebanon,Lithuania,Luxembourg,Latvia,Libya,Morocco,Moldova,Montenegro,Macedonia, the former Yugoslav Republic of,Mongolia,Mexico,Netherlands,Norway,Pakistan,Poland,Saint Pierre and Miquelon,Portugal,Romania,Serbia,Russian Federation,Sweden,Slovenia,Svalbard and Jan Mayen,Slovakia,Syrian Arab Republic,Turkmenistan,Tunisia,Turkey,Taiwan, Province of China,Ukraine,United States,Uzbekistan", 
PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicoparrus andinus,Andean Flamingo,15.887414,2,4.212862972,264,22697387,"Argentina,Bolivia, Plurinational States of,Brazil,Chile,Peru", 
PASSERIFORMES,GRALLARIIDAE,Grallaria saltuensis,Perija Antpitta,7.415526688,3,4.209519957,265,103660400,"Colombia,Venezuela, Bolivarian Republic of", 
GALLIFORMES,ODONTOPHORIDAE,Ptilopachus nahani,Nahan's Partridge,15.81569655,2,4.20860713,266,22678795,"Congo, The Democratic Republic of the,Uganda", 
PELECANIFORMES,ARDEIDAE,Ardea humbloti,Madagascar Heron,7.392562865,3,4.206787482,267,22697012,"Comoros,Madagascar,Mayotte", 
BUCEROTIFORMES,BUCEROTIDAE,Penelopides panini,Visayan Hornbill,7.389637,3,4.206438795,268,22682494,Philippines, 
PASSERIFORMES,PELLORNEIDAE,Laticilla cinerascens,Swamp Grass-babbler,7.37980929,3,4.205266698,269,22735351,"Bangladesh,India", 
PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron jerdoni,Banasura Laughingthrush,7.37980929,3,4.205266698,269,103874145,India, 
PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron cachinnans,Nilgiri Laughingthrush,7.37980929,3,4.205266698,269,103874076,India, 
