Order,Family,Species,Common name,ED,GE,EDGE,EDGE rank,Red List ID,Distribution,
SQUAMATA,SPHAERODACTYLIDAE,Gonatodes seigliei,Estados Sucre Gecko,22.9399288,3,5.254989268,162,178439,"Venezuela, Bolivarian Republic of", 
SQUAMATA,GEKKONIDAE,Lygodactylus roavolana,,22.64100517,3,5.242424253,163,193262,Madagascar, 
TESTUDINES,CHELYDRIDAE,Chelydra rossignonii,Central American Snapping Turtle,45.30558624,2,5.221556968,164,63660,"Belize,Guatemala,Honduras,Mexico", 
TESTUDINES,CHELIDAE,Chelodina parkeri,Parker's Snake-necked Turtle,45.3043467,2,5.221530199,165,4608,"Indonesia,Papua New Guinea", 
SQUAMATA,EUBLEPHARIDAE,Goniurosaurus orientalis,Spotted Ground Gecko,22.13084644,3,5.220608612,166,18917757,Japan, 
TESTUDINES,CHELIDAE,Hydromedusa maximiliani,Brazilian Snake-necked Turtle,45.20689918,2,5.219423481,167,10309,Brazil, 
TESTUDINES,CHELIDAE,Mesoclemmys zuliae,"Zulia Toad-headed Turtle, Zulia Toad Headed Sideneck",45.20689918,2,5.219423481,167,17083,"Venezuela, Bolivarian Republic of", 
TESTUDINES,CHELIDAE,Rheodytes leukops,Fitzroy River Turtle,45.20689918,2,5.219423481,167,19483,Australia, 
SQUAMATA,CHAMAELEONIDAE,Rhampholeon spinosus,"Usambara Spiny Pygmy Chameleon, Rosette-nosed Chameleon, Rosette-nosed Pygmy Chameleon",22.0637971,3,5.217705705,170,176323,"Tanzania, United Republic of", 
SQUAMATA,SPHAERODACTYLIDAE,Gonatodes purpurogularis,,21.90182664,3,5.210658215,171,66083824,"Venezuela, Bolivarian Republic of", 
SQUAMATA,EUBLEPHARIDAE,Goniurosaurus splendens,Banded Ground Gecko,21.62609277,3,5.198545329,172,18917767,Japan, 
SQUAMATA,CHAMAELEONIDAE,Rhampholeon viridis,"Pare Pygmy Chameleon, Green Pygmy Chameleon",21.48567799,3,5.192320115,173,42760305,"Tanzania, United Republic of", 
TESTUDINES,PELOMEDUSIDAE,Pelusios broadleyi,"Turkana Mud Turtle, Lake Turkana Hinged Terrapin",43.92492913,2,5.191287216,174,16529,Kenya, 
TESTUDINES,PODOCNEMIDIDAE,Podocnemis sextuberculata,"Six-tubercled Amazon River Turtle, Six-tubercled River Turtle",43.83829753,2,5.189356991,175,17824,"Brazil,Colombia,Peru", 
SQUAMATA,CHAMAELEONIDAE,Palleon nasus,Eiongate Leaf Chameleon,43.81605479,2,5.188860802,176,172773,Madagascar, 
SQUAMATA,EUBLEPHARIDAE,Goniurosaurus catbaensis,Cat Ba Tiger Gecko,21.33132793,3,5.185432074,177,18917684,Viet Nam, 
SQUAMATA,LACERTIDAE,Phoenicolacerta kulzeri,,20.9164103,3,5.166677227,178,61524,"Jordan,Lebanon,Syrian Arab Republic", 
SQUAMATA,DACTYLOIDAE,Anolis koopmani,Brown Red-bellied Anole ,20.87084241,3,5.164595894,179,178592,Haiti, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus schwartzi,Guantanamo Collared Sphaero,20.79125297,3,5.160950191,180,75605892,Cuba, 
SQUAMATA,CHAMAELEONIDAE,Rhampholeon temporalis,"East Usambara Pygmy Chameleon, Usambara Stumptail Chameleon",20.7484087,3,5.158982133,181,172529,"Tanzania, United Republic of", 
SQUAMATA,CHAMAELEONIDAE,Brookesia perarmata,Antsingy Leaf Chameleon,20.67648519,3,5.155669583,182,3083,Madagascar, 
SQUAMATA,DACTYLOIDAE,Anolis cusuco,,20.53214837,3,5.148988633,183,178272,Honduras, 
SQUAMATA,GEKKONIDAE,Paroedura tanjaka,,20.35078881,3,5.140530227,184,172935,Madagascar, 
SQUAMATA,GEKKONIDAE,Phelsuma serraticauda,,20.20432041,3,5.133646496,185,172948,Madagascar, 
SQUAMATA,GEKKONIDAE,Uroplatus malama,,41.38023112,2,5.132976367,186,172876,Madagascar, 
TESTUDINES,PODOCNEMIDIDAE,Podocnemis unifilis,"Yellow-spotted River Turtle, Yellow-headed Sideneck, Yellow-spotted Sideneck Turtle",40.95163086,2,5.12281167,187,17825,"Bolivia, Plurinational States of,Brazil,Colombia,Ecuador,French Guiana,Guyana,Peru,Suriname,Venezuela, Bolivarian Republic of", 
SQUAMATA,CORDYLIDAE,Platysaurus monotropis,Orange-throated Flat Lizard,19.6056278,3,5.105005774,188,110164784,South Africa, 
SQUAMATA,GERRHOSAURIDAE,Tetradactylus udzungwensis,Udzungwa Long-tailed Seps,19.48396209,3,5.099083785,189,44929503,"Tanzania, United Republic of", 
SQUAMATA,CHAMAELEONIDAE,Brookesia tristis,,19.43958609,3,5.096915057,190,42687277,Madagascar, 
SQUAMATA,GEKKONIDAE,Lygodactylus ornatus,,19.42904157,3,5.096399037,191,172959,Madagascar, 
SQUAMATA,GEKKONIDAE,Paroedura sanctijohannis,Comoro Ground Gecko,19.28602403,3,5.089373719,192,199760,"Comoros,Mayotte", 
TESTUDINES,PODOCNEMIDIDAE,Podocnemis erythrocephala,"Red-headed Amazon River Turtle, Red-headed River Turtle, Red-headed Sideneck",39.45163086,2,5.086401322,193,17821,"Brazil,Colombia,Venezuela, Bolivarian Republic of", 
SQUAMATA,LACERTIDAE,Parvilacerta fraasii,Fraas' Lizard,19.09814114,3,5.080068872,194,61522,Lebanon, 
SQUAMATA,GEKKONIDAE,Phelsuma vanheygeni,,18.9833009,3,5.074338511,195,172776,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Lepidoblepharis conolepis,,18.75876951,3,5.06303896,196,44579339,Ecuador, 
TESTUDINES,KINOSTERNIDAE,Kinosternon angustipons,Narrow-bridged Mud Turtle,38.4747843,2,5.061956457,197,11005,"Costa Rica,Nicaragua,Panama", 
TESTUDINES,KINOSTERNIDAE,Kinosternon dunni,Dunn's Mud Turtle,38.4747843,2,5.061956457,197,11008,Colombia, 
SQUAMATA,LACERTIDAE,Psammodromus microdactylus,"Small-fingered Psammodromus, Green Psammodromus",18.67613759,3,5.058848154,199,61561,Morocco, 
SQUAMATA,LACERTIDAE,Algyroides marchi,Spanish Algyroides,18.62454889,3,5.056222819,200,840,Spain, 
SQUAMATA,DACTYLOIDAE,Anolis loveridgei,"Honduran Giant Anole, Loveridge's Anole",18.61295466,3,5.055631841,201,178257,Honduras, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus torrei,Cuban Broad-banded Sphaero,18.51248517,3,5.050496068,202,178262,Cuba, 
SQUAMATA,GEKKONIDAE,Uroplatus ebenaui,,37.99497471,2,5.049727145,203,172792,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Lepidoblepharis williamsi,,18.40446587,3,5.044944781,204,44579445,Colombia, 
SQUAMATA,DIPLODACTYLIDAE,Bavayia ornata,Ornate Bavayia,18.19986656,3,5.034344871,205,176214,New Caledonia, 
SQUAMATA,CHAMAELEONIDAE,Rhampholeon platyceps,"Mount Mulanje Pygmy Chameleon, Malawi Stumptail Chameleon",18.18353319,3,5.033493806,206,172532,Malawi, 
SQUAMATA,SCINCIDAE,Eurylepis poonaensis,Poona Skink,18.07876533,3,5.028017495,207,172706,India, 
SQUAMATA,GEKKONIDAE,Phelsuma guentheri,"Round Island Day Gecko, Günther's Gecko",17.72658603,3,5.009385769,208,16926,Mauritius, 
SQUAMATA,GEKKONIDAE,Lygodactylus intermedius,,17.71474972,3,5.00875351,209,172810,Madagascar, 
SQUAMATA,DACTYLOIDAE,Anolis haetianus,Tiburon Stout Anole,17.65845878,3,5.005741139,210,178440,Haiti, 
TESTUDINES,TRIONYCHIDAE,Amyda cartilaginea,"Asiatic Softshell Turtle, Southeast Asian Softshell Turtle",36.27804586,2,5.004698932,211,1181,"Brunei Darussalam,Indonesia,Cambodia,Lao People's Democratic Republic,Myanmar,Malaysia,Singapore,Thailand,Viet Nam", 
TESTUDINES,TRIONYCHIDAE,Nilssonia gangetica,Indian Softshell Turtle,36.27804586,2,5.004698932,211,39618,"Bangladesh,India,Pakistan", 
TESTUDINES,TRIONYCHIDAE,Nilssonia hurum,"Indian Peacock Softshell Turtle, Peacock Soft-shelled Turtle",36.27804586,2,5.004698932,211,39619,"Bangladesh,India,Nepal,Pakistan", 
TESTUDINES,TRIONYCHIDAE,Nilssonia leithii,Leith's Softshell Turtle,36.27804586,2,5.004698932,211,2174,India, 
TESTUDINES,TRIONYCHIDAE,Pelochelys bibroni,"New Guinea Giant Softshell Turtle, Asian Giant Softshell Turtle, Striped New Guinea Softshell Turtle",36.27804586,2,5.004698932,211,16503,"Indonesia,Papua New Guinea", 
SQUAMATA,GEKKONIDAE,Phelsuma klemmeri,,17.61976551,3,5.00366522,216,172981,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus ladae,Martin Garcia Least Gecko,17.60215189,3,5.002718809,217,75605470,Dominican Republic, 
SQUAMATA,GEKKONIDAE,Cnemaspis occidentalis,Western Gecko,17.54021678,3,4.999383794,218,203834,"Côte d'Ivoire,Guinea,Liberia,Sierra Leone", 
SQUAMATA,CROTAPHYTIDAE,Gambelia sila,"Blunt-nosed Leopard Lizard, San Joaquin Leopard Lizard",17.43839743,3,4.993876849,219,40690,United States, 
SQUAMATA,PHYLLODACTYLIDAE,Asaccus montanus,,35.72634378,2,4.989788673,220,199581,Oman, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus cryphius,Bakoruco Least Gecko,17.32028204,3,4.987450296,221,75605387,Dominican Republic, 
SQUAMATA,GEKKONIDAE,Phelsuma flavigularis,Yellow-throated Day Gecko,17.09208513,3,4.974916098,222,178689,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus mariguanae,"Southern Bahamas Sphaero, Mayaguana Least Gecko",17.06949542,3,4.973666722,223,75605520,Bahamas, 
TESTUDINES,GEOEMYDIDAE,Melanochelys tricarinata,"Tricarinate Hill Turtle, Three-keeled Land Tortoise, Three-keeled Land Turtle",35.02489504,2,4.97050459,224,13038,"Bangladesh,India", 
SQUAMATA,GEKKONIDAE,Gehyra barea,Banda Island Dtella,16.92699637,3,4.965749296,225,178380,Indonesia, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus thompsoni,Barahona Limestone Sphaero ,16.87408148,3,4.962793243,226,178611,"Dominican Republic,Haiti", 
SQUAMATA,GEKKONIDAE,Cnemaspis wynadensis,Wynad Day Gecko,16.86447777,3,4.9622558,227,172648,India, 
SQUAMATA,CHAMAELEONIDAE,Brookesia bekolosy,,16.84629542,3,4.961237489,228,176294,Madagascar, 
SQUAMATA,GEKKONIDAE,Cnemaspis goaensis,Goan Day Gecko,16.76911757,3,4.956903524,229,172636,India, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus storeyae,,16.62842819,3,4.948954379,230,177833,Cuba, 
TESTUDINES,CHELONIIDAE,Caretta caretta,Loggerhead Turtle,34.15701626,2,4.946118569,231,3897,"United Arab Emirates,Anguilla,Albania,Angola,Argentina,Australia,Aruba,Barbados,Bangladesh,Bahrain,Saint Barthélemy,Bermuda,Bonaire, Sint Eustatius and Saba,Brazil,Bahamas,Belize,Chile,China,Colombia,Costa Rica,Cuba,Cape Verde,Curaçao,Cyprus,Djibouti,Dominican Republic,Algeria,Ecuador,Egypt,Eritrea,Spain,Fiji,France,Grenada,French Guiana,Guadeloupe,Greece,Guatemala,Honduras,Croatia,Haiti,Indonesia,Israel,Iran, Islamic Republic of,Italy,Jamaica,Japan,Kenya,Comoros,Saint Kitts and Nevis,Korea, Republic of,Kuwait,Cayman Islands,Lebanon,Saint Lucia,Sri Lanka,Libya,Morocco,Montenegro,Madagascar,Myanmar,Montserrat,Malta,Mauritius,Mexico,Malaysia,Mozambique,Namibia,New Caledonia,Nicaragua,Niue,New Zealand,Oman,Panama,Peru,French Polynesia,Papua New Guinea,Philippines,Pakistan,Puerto Rico,Portugal,Qatar,Solomon Islands,Slovenia,Sierra Leone,Senegal,Somalia,Suriname,Syrian Arab Republic,Turks and Caicos Islands,Tokelau,Tunisia,Tonga,Turkey,Trinidad and Tobago,Tanzania, United Republic of,United States,Uruguay,Saint Vincent and the Grenadines,Venezuela, Bolivarian Republic of,Virgin Islands, British,Virgin Islands, U.S.,Viet Nam,Yemen,South Africa", 
SQUAMATA,XENOSAURIDAE,Xenosaurus grandis,,34.08347016,2,4.944024445,232,64369,"Guatemala,Mexico", 
SQUAMATA,CHAMAELEONIDAE,Nadzikambia mlanjensis,Mulanje Chameleon,16.5367356,3,4.9437394,233,172530,Malawi, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus phyzacinus,,16.52346676,3,4.942982482,234,75605636,Guadeloupe, 
SQUAMATA,DACTYLOIDAE,Anolis marron,Jacmel Gracile Anole,16.45582983,3,4.939115222,235,178536,Haiti, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus dacnicolor,"Jamaican Tailspot Sphaero, Eastern Jamaican Sharpnosed Sphaero",16.39505023,3,4.935627238,236,75605392,Jamaica, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus rhabdotus,"Two-striped Sphaero, Vallede Neiba Least Gecko",16.39080089,3,4.935382924,237,75605848,Dominican Republic, 
SQUAMATA,SCINCIDAE,Janetaescincus braueri,Brauer's Burrowing Skink,16.29565426,3,4.929896813,238,61437,Seychelles, 
SQUAMATA,SCINCIDAE,Janetaescincus veseyfitzgeraldi,Vesey-fitzgerald's Burrowing Skink,16.2939188,3,4.929796467,239,61438,Seychelles, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus perissodactylius,Dominican Least Gecko,16.25248594,3,4.927397787,240,75605631,Dominican Republic, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus oxyrhinus,Jamaican Sharpnosed Sphaero,16.21905338,3,4.925458067,241,75605599,Jamaica, 
SQUAMATA,GEKKONIDAE,Phelsuma roesleri,Rösler's Day Gecko,16.18163569,3,4.923282663,242,193488,Madagascar, 
SQUAMATA,UROPELTIDAE,Platyplectrurus madurensis,"Travancore Hills Thorntail Snake, Madurai Shieldtail, Palni Purple-brown Worm Snake",16.17079604,3,4.922651578,243,178420,India, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus parkeri,"Southern Jamaica Banded Sphaero, Parker's Least Gecko",16.10999603,3,4.919104398,244,75605604,Jamaica, 
SQUAMATA,CHAMAELEONIDAE,Furcifer minor,Lesser Chameleon,16.08495439,3,4.917639758,245,8766,Madagascar, 
SQUAMATA,GEKKONIDAE,Phelsuma seippi,,16.04614495,3,4.915365617,246,172829,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus zygaena,Dame-Marie Least Gecko,16.04259881,3,4.915157564,247,75605979,Haiti, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus oliveri,Juventud Least Gecko,16.02172686,3,4.91393212,248,75605587,Cuba, 
SQUAMATA,DACTYLOIDAE,Anolis guafe,Cabo Cruz Banded Anole,15.99827928,3,4.912553662,249,178438,Cuba, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus asterulus,Haitian Least Gecko,15.98569598,3,4.911813119,250,75605330,Haiti, 
SQUAMATA,GEKKONIDAE,Paragehyra petiti,Angel's Petite Gecko,32.91343995,2,4.910105756,251,172952,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus parthenopion,Virgin Gorda Least Gecko,15.91251861,3,4.907495636,252,75605613,"Virgin Islands, British", 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus randi,Pedernales Least Gecko,15.88826654,3,4.906060635,253,75605838,Dominican Republic, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus omoglaux,Fond Parisien Least Gecko,15.85922804,3,4.904339707,254,75605594,Haiti, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus scapularis,Boulenger's Least Gecko,15.85792331,3,4.904262314,255,178425,"Colombia,Ecuador", 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus inaguae,"Inagua Sphaero, Inagua Least Gecko",15.84311849,3,4.903383717,256,75605460,Bahamas, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus plummeri,Barahona Big-Scaled Sphaero,15.83798958,3,4.90307916,257,75605822,Dominican Republic, 
SQUAMATA,GEKKONIDAE,Mediodactylus amictopholis,,15.80257731,3,4.900973827,258,61492,"Lebanon,Syrian Arab Republic", 
SQUAMATA,CHAMAELEONIDAE,Kinyongia magomberae,"Magombera Single-horned Chameleon, Magombera Chameleon",15.80216784,3,4.900949458,259,172538,"Tanzania, United Republic of", 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus dimorphicus,,15.78803016,3,4.900107684,260,75605406,Cuba, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus pimienta,"Pepper Sphaero, Cuban Pepper Sphaero",15.75826323,3,4.898333006,261,178305,Cuba, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus armasi,Guantanamo Coastal Gecko,15.66149315,3,4.892541799,262,178309,Cuba, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus richardsonii,"Northern Jamaica Banded Sphaero, Richardson's Least Gecko",15.65924876,3,4.892407085,263,75605860,Jamaica, 
SQUAMATA,CARPHODACTYLIDAE,Nephrurus deleani,Pernatty Knob-tail,15.63878784,3,4.891178128,264,14608,Australia, 
SQUAMATA,SCINCIDAE,Eutropis clivicola,Inger's Mabuya,15.60686813,3,4.889257894,265,172599,India, 
SQUAMATA,DACTYLOIDAE,Anolis ahli,"Ahl's Anole, Escambray Blue-eyed Anole",15.5830434,3,4.887822233,266,177903,Cuba, 
SQUAMATA,IGUANIDAE,Brachylophus bulabula,"Fiji Banded Iguana, Central Fijian Banded Iguana, Fijian Banded Iguana",15.57801517,3,4.887518972,267,174471,"Fiji,Vanuatu", 
SQUAMATA,GEKKONIDAE,Luperosaurus macgregori,Mcgregor's Flapped-legged Gecko,15.5212414,3,4.884088452,268,169908,Philippines, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus semasiops,"Cockpit Eyespot Sphaero, Cockpit Least Gecko",15.51516932,3,4.883720853,269,75605897,Jamaica, 
SQUAMATA,DIPLODACTYLIDAE,Bavayia exsuccida,Sclerophyll Bavayia,15.50170132,3,4.882905028,270,29452,New Caledonia, 
SQUAMATA,GERRHOSAURIDAE,Zonosaurus subunicolor,,15.48722401,3,4.88202732,271,172772,Madagascar, 
SQUAMATA,LACERTIDAE,Acanthodactylus blanci,Blanc's Fringe-toed Lizard,15.45793743,3,4.880249421,272,61455,"Algeria,Tunisia", 
SQUAMATA,LACERTIDAE,Philochortus zolii,,15.43500146,3,4.878854838,273,61542,"Egypt,Libya,Mali,Niger", 
SQUAMATA,DACTYLOIDAE,Anolis ruizii,,15.4153038,3,4.8776556,274,178542,Colombia, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Alluaudina mocquardi,,15.37065635,3,4.874932027,275,172762,Madagascar, 
SQUAMATA,CHAMAELEONIDAE,Kinyongia tenuis,"Usambara Flap-nosed Chameleon, Matschie's Dwarf Chameleon",15.34117773,3,4.873129705,276,172552,"Tanzania, United Republic of", 
SQUAMATA,GEKKONIDAE,Phelsuma robertmertensi,Mertens' Day Gecko,15.26825033,3,4.868656917,277,199763,Mayotte, 
SQUAMATA,DACTYLOIDAE,Anolis proboscis,Proboscis Anole,15.20087074,3,4.864506532,278,178727,Ecuador, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus intermedius,Mantanzas Least Gecko,15.19287071,3,4.864012608,279,75605465,Cuba, 
SQUAMATA,LACERTIDAE,Acanthodactylus ahmaddisii,,15.17079377,3,4.862648303,280,61452,Jordan, 
TESTUDINES,TESTUDINIDAE,Gopherus agassizii,"Mojave Desert Tortoise, Agassiz's Desert Tortoise",31.25360088,2,4.859924053,281,9400,"Mexico,United States", 
TESTUDINES,TESTUDINIDAE,Gopherus flavomarginatus,"Bolson Tortoise, Mexican Giant Tortoise, Yellow-bordered Tortoise",31.25360088,2,4.859924053,281,9402,Mexico, 
TESTUDINES,TESTUDINIDAE,Gopherus polyphemus,Gopher Tortoise,31.25360088,2,4.859924053,281,9403,United States, 
SQUAMATA,LIOLAEMIDAE,Ctenoblepharys adspersa,,31.05069606,2,4.853613262,284,169714,Peru, 
SQUAMATA,AGAMIDAE,Otocryptis beddomei,"Indian Kangaroo Lizard, Western Ghats Kangaroo Lizard",15.0170393,3,4.853094653,285,173021,India, 
SQUAMATA,DIPLODACTYLIDAE,Eurydactylodes symmetricus,Large-scaled chameleon gecko,14.98244409,3,4.850932417,286,176141,New Caledonia, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus ruibali,Ruibal's Least Gecko,14.9747815,3,4.850452864,287,75605872,Cuba, 
SQUAMATA,DACTYLOIDAE,Anolis hobartsmithi,,14.92723099,3,4.847471827,288,64197,Mexico, 
SQUAMATA,TYPHLOPIDAE,Amerotyphlops tasymicris,"Grenada Bank Blindsnake, Grenada Worm Snake",14.89619312,3,4.845521196,289,194268,"Grenada,Saint Vincent and the Grenadines", 
SQUAMATA,TROPIDURIDAE,Leiocephalus vinculum,Cochran's Curlytail Lizard,14.88385453,3,4.844744697,290,75323721,Haiti, 
SQUAMATA,CHAMAELEONIDAE,Calumma furcifer,,14.84069323,3,4.842023692,291,172798,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus beattyi,"Saint Croix's Sphaero, Beatty's Least Gecko",14.81733082,3,4.840547768,292,75605335,"Virgin Islands, U.S.", 
SQUAMATA,GEKKONIDAE,Matoatoa brevipes,,30.54555265,2,4.837726978,293,172954,Madagascar, 
SQUAMATA,GEKKONIDAE,Uroplatus henkeli,,30.45074091,2,4.834716902,294,178653,Madagascar, 
SQUAMATA,LACERTIDAE,Takydromus dorsalis,Sakishima Grass Lizard,14.64244523,3,4.829429609,295,96265980,Japan, 
SQUAMATA,LACERTIDAE,Acanthodactylus schreiberi,Schreiber's Fringe-fingered Lizard,14.51638894,3,4.821338358,296,61462,"Cyprus,Israel,Lebanon,Turkey", 
SQUAMATA,SCINCIDAE,Pseudoacontias angelorum,,14.49554438,3,4.819994065,297,178646,Madagascar, 
SQUAMATA,PHYLLODACTYLIDAE,Phyllodactylus delsolari,,14.46445453,3,4.817985676,298,48442737,Peru, 
SQUAMATA,LEPTOTYPHLOPIDAE,Mitophis pyrites,Thomas' Blind Snake,14.44129741,3,4.816487112,299,75601781,"Dominican Republic,Haiti", 
SQUAMATA,AGAMIDAE,Ceratophora tennentii,"Leaf-nosed Lizard, Tennent's Leaf-nosed Lizard",14.32058745,3,4.808639051,300,4178,Sri Lanka, 
SQUAMATA,PHYLLODACTYLIDAE,Phyllodactylus angustidigitus,Narrow Leaf-toed Gecko,14.28353842,3,4.806217871,301,48442719,Peru, 
SQUAMATA,ANGUIDAE,Celestus montanus,Mountain Lesser Galliwasp,14.17543658,3,4.799119648,302,203035,"Guatemala,Honduras", 
SQUAMATA,ANGUIDAE,Celestus bivittatus,,14.16616056,3,4.798508209,303,203024,"Guatemala,Honduras,Nicaragua,El Salvador", 
SQUAMATA,DACTYLOIDAE,Anolis amplisquamosus,,14.11842701,3,4.795355873,304,178363,Honduras, 
SQUAMATA,LACERTIDAE,Iberolacerta aurelioi,Aurelio's Rock Lizard,14.08076454,3,4.792861602,305,61513,"Andorra,Spain,France", 
SQUAMATA,DACTYLOIDAE,Anolis pygmaeus,,14.08042156,3,4.792838859,306,64211,Mexico, 
SQUAMATA,CHAMAELEONIDAE,Brookesia decaryi,Decary's Leaf Chameleon,14.07970535,3,4.792791365,307,172885,Madagascar, 
SQUAMATA,CORDYLIDAE,Cordylus meculae,Mecula Girdled Lizard,14.07828657,3,4.792697275,308,177561,Mozambique, 
SQUAMATA,CHAMAELEONIDAE,Brookesia lineata,Lined Leaf Chameleon,14.05122763,3,4.7909011,309,172909,Madagascar, 
SQUAMATA,LEPTOTYPHLOPIDAE,Tetracheilostoma breuili,Saint Lucia Threadsnake,14.00899179,3,4.788091016,310,203636,Saint Lucia, 
SQUAMATA,LACERTIDAE,Podarcis carbonelli,,13.90615883,3,4.781216013,311,61545,"Spain,Portugal", 
SQUAMATA,LACERTIDAE,Takydromus toyamai,Miyako Grass Lizard,13.74739782,3,4.77050819,312,178488,Japan, 
SQUAMATA,LACERTIDAE,Iberolacerta aranica,Aran Rock Lizard,13.6948883,3,4.76694124,313,61512,"Spain,France", 
SQUAMATA,SCINCIDAE,Tytthoscincus biparietalis,Sulu Sphenomorphus,13.69401191,3,4.766881599,314,169875,Philippines, 
SQUAMATA,SCINCIDAE,Eulamprus leuraensis,Blue Mountain Water Skink,13.64211785,3,4.763343701,315,8187,Australia, 
SQUAMATA,SCINCIDAE,Melanoseps emmrichi,Uluguru Limbless Skink,13.57385308,3,4.75867058,316,16393900,"Tanzania, United Republic of", 
SQUAMATA,CHAMAELEONIDAE,Calumma gallus,,13.57137064,3,4.75850023,317,176303,Madagascar, 
SQUAMATA,CORDYLIDAE,Smaug giganteus,"Giant Dragon Lizard, Giant Girdled Lizard, Giant Spiny-tailed Lizard, Giant Zonure, Sungazer",28.14148456,2,4.758457106,318,5336,South Africa, 
SQUAMATA,LACERTIDAE,Podarcis lilfordi,Lilford's Wall Lizard,13.4610243,3,4.750898592,319,17795,Spain, 
SQUAMATA,DIPSADIDAE,Thermophis zhaoermii,Sichuan Hot-Spring Keelback,13.43585091,3,4.749156301,320,192112,China, 
SQUAMATA,GEKKONIDAE,Uroplatus giganteus,,27.85574604,2,4.748603504,321,172756,Madagascar, 
SQUAMATA,UROPELTIDAE,Rhinophis travancoricus,"Travancore Earth Snake, Tamil Nadu Earth Snake, Travancore Sheildtail",13.41779227,3,4.74790456,322,172681,India, 
SQUAMATA,DIPLODACTYLIDAE,Bavayia goroensis,,13.4069646,3,4.747153284,323,176201,New Caledonia, 
SQUAMATA,CHAMAELEONIDAE,Brookesia valerieae,,13.39803667,3,4.746533397,324,176300,Madagascar, 
SQUAMATA,CHAMAELEONIDAE,Kinyongia matschiei,"Giant East Usambara Blade-horned Chameleon, Matschie's Two-horned Chameleon",13.33835207,3,4.742379452,325,172545,"Tanzania, United Republic of", 
SQUAMATA,DIPLODACTYLIDAE,Rhacodactylus trachyrhynchus,"Rough-snouted Giant Gecko, Tough-snouted Giant Gecko",13.22441143,3,4.734401145,326,176138,New Caledonia, 
SQUAMATA,ANGUIDAE,Celestus hewardi,"Red-spotted Galliwasp, Heward's Galliwasp",13.22317341,3,4.734314106,327,203031,Jamaica, 
SQUAMATA,LACERTIDAE,Iberolacerta cyreni,,13.22039709,3,4.73411889,328,61514,Spain, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Heteroliodon fohy,,13.17441706,3,4.730880266,329,172751,Madagascar, 
SQUAMATA,SCINCIDAE,Brachymeles vermis,Limbless Worm Skink,13.1616552,3,4.729979516,330,169873,Philippines, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Liophidium mayottensis,Peters' Bright Snake,13.13596493,3,4.728163796,331,176831,Mayotte, 
SQUAMATA,TEIIDAE,Pholidoscelis corax,"Censky's Ameiva, Anguilla Black Ameiva, Little Scrub Island Ground Lizard",13.12676961,3,4.727513093,332,174138,Anguilla, 
SQUAMATA,TEIIDAE,Pholidoscelis polops,"St. Croix Ameiva, Saint Croix Ground Lizard, St. Croix Ground Lizard",13.12676961,3,4.727513093,332,1118,"Virgin Islands, U.S.", 
SQUAMATA,TEIIDAE,Pholidoscelis dorsalis,Jamaica Ameiva,13.12676961,3,4.727513093,332,50009027,Jamaica, 
